                                                   
{'loss': 1.4432, 'grad_norm': 16.352027893066406, 'learning_rate': 0.0, 'epoch': 0.0}
{'loss': 0.9221, 'grad_norm': 1.086525321006775, 'learning_rate': 1.8743466161445823e-05, 'epoch': 0.56}
{'loss': 0.9544, 'grad_norm': 1.0074186325073242, 'learning_rate': 1.873049262980139e-05, 'epoch': 0.57}
{'loss': 0.9962, 'grad_norm': 1.0417248010635376, 'learning_rate': 1.871745700444008e-05, 'epoch': 0.57}
{'loss': 0.9385, 'grad_norm': 0.9648342132568359, 'learning_rate': 1.8704359378074922e-05, 'epoch': 0.57}
{'loss': 0.9114, 'grad_norm': 0.9307050704956055, 'learning_rate': 1.8691199843859917e-05, 'epoch': 0.57}
{'loss': 0.9474, 'grad_norm': 1.0182329416275024, 'learning_rate': 1.8677978495389367e-05, 'epoch': 0.58}
{'loss': 1.009, 'grad_norm': 0.9578654170036316, 'learning_rate': 1.866469542669722e-05, 'epoch': 0.58}
{'loss': 0.928, 'grad_norm': 1.0200109481811523, 'learning_rate': 1.8651350732256387e-05, 'epoch': 0.58}
{'loss': 1.0003, 'grad_norm': 1.0213336944580078, 'learning_rate': 1.8637944506978093e-05, 'epoch': 0.58}
{'loss': 0.9469, 'grad_norm': 0.9346643090248108, 'learning_rate': 1.862447684621118e-05, 'epoch': 0.59}
{'loss': 0.9643, 'grad_norm': 0.972303569316864, 'learning_rate': 1.861094784574143e-05, 'epoch': 0.59}
{'loss': 0.9664, 'grad_norm': 1.1548351049423218, 'learning_rate': 1.8597357601790897e-05, 'epoch': 0.59}
{'loss': 0.9657, 'grad_norm': 1.10354745388031, 'learning_rate': 1.8583706211017218e-05, 'epoch': 0.59}
{'loss': 0.9418, 'grad_norm': 1.0013072490692139, 'learning_rate': 1.8569993770512917e-05, 'epoch': 0.6}
{'loss': 0.9509, 'grad_norm': 0.9717274308204651, 'learning_rate': 1.8556220377804726e-05, 'epoch': 0.6}
{'loss': 1.0256, 'grad_norm': 0.9881858229637146, 'learning_rate': 1.8542386130852884e-05, 'epoch': 0.6}
{'loss': 0.9067, 'grad_norm': 0.9661862850189209, 'learning_rate': 1.8528491128050442e-05, 'epoch': 0.6}
{'loss': 1.0214, 'grad_norm': 1.0591403245925903, 'learning_rate': 1.8514535468222567e-05, 'epoch': 0.61}
{'loss': 0.953, 'grad_norm': 0.9745306372642517, 'learning_rate': 1.8500519250625833e-05, 'epoch': 0.61}
{'loss': 0.9231, 'grad_norm': 1.048716425895691, 'learning_rate': 1.848644257494751e-05, 'epoch': 0.61}
{'loss': 0.9369, 'grad_norm': 0.9336407780647278, 'learning_rate': 1.8472305541304882e-05, 'epoch': 0.61}
{'loss': 0.9169, 'grad_norm': 0.9097003936767578, 'learning_rate': 1.84581082502445e-05, 'epoch': 0.62}
{'loss': 0.9788, 'grad_norm': 1.0801620483398438, 'learning_rate': 1.8443850802741487e-05, 'epoch': 0.62}
{'loss': 0.9713, 'grad_norm': 1.004347801208496, 'learning_rate': 1.8429533300198818e-05, 'epoch': 0.62}
{'loss': 0.9797, 'grad_norm': 0.9872056841850281, 'learning_rate': 1.8415155844446593e-05, 'epoch': 0.62}
{'loss': 0.9855, 'grad_norm': 0.9236865043640137, 'learning_rate': 1.8400718537741317e-05, 'epoch': 0.63}
{'loss': 0.94, 'grad_norm': 0.9825800657272339, 'learning_rate': 1.838622148276517e-05, 'epoch': 0.63}
{'loss': 0.989, 'grad_norm': 0.957598090171814, 'learning_rate': 1.8371664782625287e-05, 'epoch': 0.63}
{'loss': 1.0134, 'grad_norm': 0.8947417140007019, 'learning_rate': 1.8357048540853005e-05, 'epoch': 0.63}
{'loss': 0.933, 'grad_norm': 0.9068740010261536, 'learning_rate': 1.8342372861403145e-05, 'epoch': 0.64}
{'loss': 0.9637, 'grad_norm': 1.0325772762298584, 'learning_rate': 1.8327637848653262e-05, 'epoch': 0.64}
{'loss': 1.0274, 'grad_norm': 0.9583665132522583, 'learning_rate': 1.8312843607402908e-05, 'epoch': 0.64}
{'loss': 0.9385, 'grad_norm': 0.8609249591827393, 'learning_rate': 1.8297990242872883e-05, 'epoch': 0.64}
{'loss': 0.9384, 'grad_norm': 0.9614083766937256, 'learning_rate': 1.828307786070449e-05, 'epoch': 0.65}
{'loss': 0.9838, 'grad_norm': 0.9146835207939148, 'learning_rate': 1.8268106566958784e-05, 'epoch': 0.65}
{'loss': 1.0364, 'grad_norm': 0.972262442111969, 'learning_rate': 1.825307646811581e-05, 'epoch': 0.65}
{'loss': 1.015, 'grad_norm': 0.9538353085517883, 'learning_rate': 1.8237987671073848e-05, 'epoch': 0.65}
{'loss': 0.9251, 'grad_norm': 1.005340814590454, 'learning_rate': 1.8222840283148678e-05, 'epoch': 0.66}
{'loss': 1.02, 'grad_norm': 1.0491366386413574, 'learning_rate': 1.8207634412072765e-05, 'epoch': 0.66}
{'loss': 0.994, 'grad_norm': 0.9294825792312622, 'learning_rate': 1.8192370165994548e-05, 'epoch': 0.66}
{'loss': 0.9584, 'grad_norm': 1.0056967735290527, 'learning_rate': 1.8177047653477622e-05, 'epoch': 0.66}
{'loss': 0.9808, 'grad_norm': 1.0668026208877563, 'learning_rate': 1.8161666983500014e-05, 'epoch': 0.67}
{'loss': 0.9935, 'grad_norm': 0.9996415972709656, 'learning_rate': 1.8146228265453365e-05, 'epoch': 0.67}
{'loss': 1.0175, 'grad_norm': 1.1703664064407349, 'learning_rate': 1.813073160914218e-05, 'epoch': 0.67}
{'loss': 0.9116, 'grad_norm': 0.8522648811340332, 'learning_rate': 1.8115177124783026e-05, 'epoch': 0.67}
{'loss': 0.955, 'grad_norm': 0.8858178853988647, 'learning_rate': 1.809956492300377e-05, 'epoch': 0.68}
{'loss': 0.9787, 'grad_norm': 0.9107420444488525, 'learning_rate': 1.808389511484278e-05, 'epoch': 0.68}
{'loss': 0.9911, 'grad_norm': 1.133600115776062, 'learning_rate': 1.8068167811748134e-05, 'epoch': 0.68}
{'loss': 0.9311, 'grad_norm': 0.9529250264167786, 'learning_rate': 1.8052383125576833e-05, 'epoch': 0.68}
{'loss': 0.9963, 'grad_norm': 1.1592105627059937, 'learning_rate': 1.8036541168593998e-05, 'epoch': 0.69}
{'loss': 0.9036, 'grad_norm': 0.9517333507537842, 'learning_rate': 1.802064205347208e-05, 'epoch': 0.69}
{'loss': 0.9429, 'grad_norm': 1.003547191619873, 'learning_rate': 1.800468589329005e-05, 'epoch': 0.69}
{'loss': 0.9198, 'grad_norm': 0.999144434928894, 'learning_rate': 1.7988672801532603e-05, 'epoch': 0.69}
{'loss': 0.9205, 'grad_norm': 0.8694618344306946, 'learning_rate': 1.7972602892089354e-05, 'epoch': 0.69}
{'loss': 1.0461, 'grad_norm': 1.041204810142517, 'learning_rate': 1.795647627925401e-05, 'epoch': 0.7}
{'loss': 0.9126, 'grad_norm': 0.945453405380249, 'learning_rate': 1.7940293077723573e-05, 'epoch': 0.7}
{'loss': 1.0115, 'grad_norm': 0.9311472177505493, 'learning_rate': 1.7924053402597523e-05, 'epoch': 0.7}
{'loss': 1.0097, 'grad_norm': 1.050480842590332, 'learning_rate': 1.7907757369376984e-05, 'epoch': 0.7}
{'loss': 0.9567, 'grad_norm': 0.8898047804832458, 'learning_rate': 1.789140509396394e-05, 'epoch': 0.71}
{'loss': 0.9173, 'grad_norm': 0.9215227961540222, 'learning_rate': 1.7874996692660352e-05, 'epoch': 0.71}
{'loss': 0.9754, 'grad_norm': 0.9508066773414612, 'learning_rate': 1.7858532282167386e-05, 'epoch': 0.71}
{'loss': 0.9069, 'grad_norm': 0.8971851468086243, 'learning_rate': 1.784201197958456e-05, 'epoch': 0.71}
{'loss': 0.9871, 'grad_norm': 0.9667671918869019, 'learning_rate': 1.7825435902408905e-05, 'epoch': 0.72}
{'loss': 0.9647, 'grad_norm': 1.0429280996322632, 'learning_rate': 1.780880416853414e-05, 'epoch': 0.72}
{'loss': 0.9206, 'grad_norm': 0.9619194865226746, 'learning_rate': 1.7792116896249833e-05, 'epoch': 0.72}
{'loss': 1.0003, 'grad_norm': 0.9417746663093567, 'learning_rate': 1.777537420424055e-05, 'epoch': 0.72}
{'loss': 0.9135, 'grad_norm': 0.9527602791786194, 'learning_rate': 1.7758576211585023e-05, 'epoch': 0.73}
{'loss': 0.9402, 'grad_norm': 0.9951208829879761, 'learning_rate': 1.7741723037755294e-05, 'epoch': 0.73}
{'loss': 0.9578, 'grad_norm': 0.967336893081665, 'learning_rate': 1.772481480261587e-05, 'epoch': 0.73}
{'loss': 0.9098, 'grad_norm': 15.722542762756348, 'learning_rate': 1.7707851626422877e-05, 'epoch': 0.73}
{'loss': 0.9, 'grad_norm': 0.9781886339187622, 'learning_rate': 1.7690833629823186e-05, 'epoch': 0.74}
{'loss': 0.99, 'grad_norm': 1.0598845481872559, 'learning_rate': 1.767376093385357e-05, 'epoch': 0.74}
{'loss': 0.9343, 'grad_norm': 0.9458693861961365, 'learning_rate': 1.7656633659939846e-05, 'epoch': 0.74}
{'loss': 0.9648, 'grad_norm': 0.8743181824684143, 'learning_rate': 1.763945192989599e-05, 'epoch': 0.74}
{'loss': 0.9441, 'grad_norm': 0.9540367126464844, 'learning_rate': 1.7622215865923303e-05, 'epoch': 0.75}
{'loss': 0.9844, 'grad_norm': 1.0235503911972046, 'learning_rate': 1.760492559060951e-05, 'epoch': 0.75}
{'loss': 0.9191, 'grad_norm': 0.9528815150260925, 'learning_rate': 1.758758122692791e-05, 'epoch': 0.75}
{'loss': 1.03, 'grad_norm': 1.049070954322815, 'learning_rate': 1.7570182898236493e-05, 'epoch': 0.75}
{'loss': 0.9708, 'grad_norm': 0.9779364466667175, 'learning_rate': 1.7552730728277052e-05, 'epoch': 0.76}
{'loss': 0.9346, 'grad_norm': 0.9831442832946777, 'learning_rate': 1.7535224841174336e-05, 'epoch': 0.76}
{'loss': 0.8863, 'grad_norm': 0.9718896150588989, 'learning_rate': 1.751766536143513e-05, 'epoch': 0.76}
{'loss': 0.99, 'grad_norm': 1.0037548542022705, 'learning_rate': 1.750005241394738e-05, 'epoch': 0.76}
{'loss': 1.021, 'grad_norm': 1.0802128314971924, 'learning_rate': 1.7482386123979327e-05, 'epoch': 0.77}
{'loss': 0.9383, 'grad_norm': 0.9282202124595642, 'learning_rate': 1.7464666617178586e-05, 'epoch': 0.77}
{'loss': 0.9407, 'grad_norm': 1.114725112915039, 'learning_rate': 1.7446894019571273e-05, 'epoch': 0.77}
{'loss': 1.0072, 'grad_norm': 1.0147737264633179, 'learning_rate': 1.742906845756109e-05, 'epoch': 0.77}
{'loss': 0.9675, 'grad_norm': 1.017723798751831, 'learning_rate': 1.7411190057928444e-05, 'epoch': 0.78}
{'loss': 0.9677, 'grad_norm': 0.9319648742675781, 'learning_rate': 1.739325894782954e-05, 'epoch': 0.78}
{'loss': 0.9434, 'grad_norm': 0.9548420310020447, 'learning_rate': 1.7375275254795474e-05, 'epoch': 0.78}
{'loss': 1.0031, 'grad_norm': 1.0033239126205444, 'learning_rate': 1.735723910673132e-05, 'epoch': 0.78}
{'loss': 0.9489, 'grad_norm': 1.0138583183288574, 'learning_rate': 1.733915063191523e-05, 'epoch': 0.79}
{'loss': 1.0201, 'grad_norm': 0.9917914271354675, 'learning_rate': 1.732100995899752e-05, 'epoch': 0.79}
{'loss': 0.9379, 'grad_norm': 0.9508348703384399, 'learning_rate': 1.7302817216999758e-05, 'epoch': 0.79}
{'loss': 0.9728, 'grad_norm': 1.0137534141540527, 'learning_rate': 1.7284572535313836e-05, 'epoch': 0.79}
{'loss': 0.9841, 'grad_norm': 0.9324813485145569, 'learning_rate': 1.7266276043701054e-05, 'epoch': 0.8}
{'loss': 0.9568, 'grad_norm': 0.9780228734016418, 'learning_rate': 1.72479278722912e-05, 'epoch': 0.8}
{'loss': 0.9635, 'grad_norm': 0.9244700074195862, 'learning_rate': 1.7229528151581633e-05, 'epoch': 0.8}
{'loss': 0.9061, 'grad_norm': 0.9709272384643555, 'learning_rate': 1.721107701243633e-05, 'epoch': 0.8}
{'loss': 0.9594, 'grad_norm': 1.0314916372299194, 'learning_rate': 1.719257458608498e-05, 'epoch': 0.81}
{'loss': 0.9351, 'grad_norm': 0.8802706003189087, 'learning_rate': 1.7174021004122038e-05, 'epoch': 0.81}
{'loss': 0.9424, 'grad_norm': 0.9641722440719604, 'learning_rate': 1.7155416398505795e-05, 'epoch': 0.81}
{'loss': 0.9676, 'grad_norm': 0.964829683303833, 'learning_rate': 1.713676090155743e-05, 'epoch': 0.81}
{'loss': 0.9909, 'grad_norm': 0.9889078140258789, 'learning_rate': 1.711805464596008e-05, 'epoch': 0.82}
{'loss': 0.967, 'grad_norm': 1.0645161867141724, 'learning_rate': 1.7099297764757895e-05, 'epoch': 0.82}
{'loss': 1.0126, 'grad_norm': 0.950812816619873, 'learning_rate': 1.7080490391355083e-05, 'epoch': 0.82}
{'loss': 1.0437, 'grad_norm': 0.9925777912139893, 'learning_rate': 1.7061632659514967e-05, 'epoch': 0.82}
{'loss': 0.9565, 'grad_norm': 0.9722157716751099, 'learning_rate': 1.7042724703359033e-05, 'epoch': 0.83}
{'loss': 0.9568, 'grad_norm': 0.9603311419487, 'learning_rate': 1.7023766657365985e-05, 'epoch': 0.83}
{'loss': 0.9207, 'grad_norm': 1.1244268417358398, 'learning_rate': 1.700475865637077e-05, 'epoch': 0.83}
{'loss': 0.8936, 'grad_norm': 0.9985272288322449, 'learning_rate': 1.698570083556363e-05, 'epoch': 0.83}
{'loss': 1.0073, 'grad_norm': 1.0247961282730103, 'learning_rate': 1.6966593330489148e-05, 'epoch': 0.84}
{'loss': 0.9425, 'grad_norm': 0.9384089708328247, 'learning_rate': 1.694743627704526e-05, 'epoch': 0.84}
{'loss': 0.9917, 'grad_norm': 0.9477794766426086, 'learning_rate': 1.692822981148232e-05, 'epoch': 0.84}
{'loss': 1.0566, 'grad_norm': 0.9796159267425537, 'learning_rate': 1.690897407040211e-05, 'epoch': 0.84}
{'loss': 0.8651, 'grad_norm': 0.9218683838844299, 'learning_rate': 1.688966919075687e-05, 'epoch': 0.85}
{'loss': 1.001, 'grad_norm': 0.9498146176338196, 'learning_rate': 1.687031530984832e-05, 'epoch': 0.85}
{'loss': 0.8802, 'grad_norm': 0.9069896340370178, 'learning_rate': 1.685091256532671e-05, 'epoch': 0.85}
{'loss': 0.9178, 'grad_norm': 1.06462562084198, 'learning_rate': 1.683146109518981e-05, 'epoch': 0.85}
{'loss': 0.9823, 'grad_norm': 0.9252899289131165, 'learning_rate': 1.6811961037781936e-05, 'epoch': 0.86}
{'loss': 0.9915, 'grad_norm': 0.9586034417152405, 'learning_rate': 1.6792412531792985e-05, 'epoch': 0.86}
{'loss': 1.0108, 'grad_norm': 1.017214298248291, 'learning_rate': 1.6772815716257414e-05, 'epoch': 0.86}
{'loss': 0.8902, 'grad_norm': 0.8903318643569946, 'learning_rate': 1.6753170730553288e-05, 'epoch': 0.86}
{'loss': 0.9237, 'grad_norm': 0.9680572748184204, 'learning_rate': 1.6733477714401264e-05, 'epoch': 0.87}
{'loss': 0.9721, 'grad_norm': 0.9899880886077881, 'learning_rate': 1.6713736807863607e-05, 'epoch': 0.87}
{'loss': 0.9488, 'grad_norm': 0.9277269840240479, 'learning_rate': 1.6693948151343193e-05, 'epoch': 0.87}
{'loss': 0.9643, 'grad_norm': 0.9186812043190002, 'learning_rate': 1.6674111885582505e-05, 'epoch': 0.87}
{'loss': 0.9837, 'grad_norm': 0.9489895701408386, 'learning_rate': 1.6654228151662642e-05, 'epoch': 0.88}
{'loss': 0.9501, 'grad_norm': 0.9729391932487488, 'learning_rate': 1.6634297091002305e-05, 'epoch': 0.88}
{'loss': 0.9669, 'grad_norm': 0.9537063837051392, 'learning_rate': 1.66143188453568e-05, 'epoch': 0.88}
{'loss': 0.9485, 'grad_norm': 0.9790993332862854, 'learning_rate': 1.6594293556817022e-05, 'epoch': 0.88}
{'loss': 0.9413, 'grad_norm': 0.9395465850830078, 'learning_rate': 1.6574221367808454e-05, 'epoch': 0.89}
{'loss': 0.8967, 'grad_norm': 0.9015532732009888, 'learning_rate': 1.6554102421090138e-05, 'epoch': 0.89}
{'loss': 0.9886, 'grad_norm': 1.029158353805542, 'learning_rate': 1.653393685975368e-05, 'epoch': 0.89}
{'loss': 0.8716, 'grad_norm': 1.0022633075714111, 'learning_rate': 1.6513724827222225e-05, 'epoch': 0.89}
{'loss': 0.9215, 'grad_norm': 0.9642921686172485, 'learning_rate': 1.6493466467249416e-05, 'epoch': 0.9}
{'loss': 1.0218, 'grad_norm': 1.0197975635528564, 'learning_rate': 1.647316192391841e-05, 'epoch': 0.9}
{'loss': 0.9828, 'grad_norm': 1.0283881425857544, 'learning_rate': 1.6452811341640825e-05, 'epoch': 0.9}
{'loss': 0.9685, 'grad_norm': 0.9576138854026794, 'learning_rate': 1.6432414865155712e-05, 'epoch': 0.9}
{'loss': 0.9402, 'grad_norm': 0.8228769898414612, 'learning_rate': 1.6411972639528555e-05, 'epoch': 0.91}
{'loss': 0.9029, 'grad_norm': 0.9469457268714905, 'learning_rate': 1.63914848101502e-05, 'epoch': 0.91}
{'loss': 0.9782, 'grad_norm': 1.010622262954712, 'learning_rate': 1.637095152273585e-05, 'epoch': 0.91}
{'loss': 0.9293, 'grad_norm': 1.0486502647399902, 'learning_rate': 1.635037292332401e-05, 'epoch': 0.91}
{'loss': 0.9749, 'grad_norm': 0.9411098957061768, 'learning_rate': 1.6329749158275466e-05, 'epoch': 0.91}
{'loss': 1.003, 'grad_norm': 1.045454978942871, 'learning_rate': 1.6309080374272233e-05, 'epoch': 0.92}
{'loss': 0.9232, 'grad_norm': 0.9064920544624329, 'learning_rate': 1.6288366718316504e-05, 'epoch': 0.92}
{'loss': 0.9811, 'grad_norm': 0.9573605060577393, 'learning_rate': 1.6267608337729622e-05, 'epoch': 0.92}
{'loss': 1.009, 'grad_norm': 0.9792979955673218, 'learning_rate': 1.6246805380151028e-05, 'epoch': 0.92}
{'loss': 0.9483, 'grad_norm': 0.9703375101089478, 'learning_rate': 1.62259579935372e-05, 'epoch': 0.93}
{'loss': 1.0152, 'grad_norm': 0.9824073910713196, 'learning_rate': 1.620506632616061e-05, 'epoch': 0.93}
{'loss': 0.9306, 'grad_norm': 0.9663970470428467, 'learning_rate': 1.618413052660866e-05, 'epoch': 0.93}
{'loss': 0.9957, 'grad_norm': 0.9985877871513367, 'learning_rate': 1.6163150743782648e-05, 'epoch': 0.93}
{'loss': 0.9945, 'grad_norm': 0.9702366590499878, 'learning_rate': 1.6142127126896682e-05, 'epoch': 0.94}
{'loss': 0.9605, 'grad_norm': 1.009322166442871, 'learning_rate': 1.612105982547663e-05, 'epoch': 0.94}
{'loss': 0.9501, 'grad_norm': 0.9374226331710815, 'learning_rate': 1.6099948989359063e-05, 'epoch': 0.94}
{'loss': 0.9033, 'grad_norm': 0.8801149725914001, 'learning_rate': 1.6078794768690182e-05, 'epoch': 0.94}
{'loss': 1.0267, 'grad_norm': 1.041289210319519, 'learning_rate': 1.6057597313924747e-05, 'epoch': 0.95}
{'loss': 0.9451, 'grad_norm': 0.9209269881248474, 'learning_rate': 1.603635677582501e-05, 'epoch': 0.95}
{'loss': 0.9454, 'grad_norm': 0.8654454946517944, 'learning_rate': 1.601507330545965e-05, 'epoch': 0.95}
{'loss': 0.9809, 'grad_norm': 0.9418061375617981, 'learning_rate': 1.5993747054202683e-05, 'epoch': 0.95}
{'loss': 0.948, 'grad_norm': 1.0494047403335571, 'learning_rate': 1.5972378173732407e-05, 'epoch': 0.96}
{'loss': 0.9316, 'grad_norm': 0.9272837042808533, 'learning_rate': 1.5950966816030305e-05, 'epoch': 0.96}
{'loss': 0.9306, 'grad_norm': 1.0559289455413818, 'learning_rate': 1.5929513133379967e-05, 'epoch': 0.96}
{'loss': 0.933, 'grad_norm': 0.9195841550827026, 'learning_rate': 1.590801727836601e-05, 'epoch': 0.96}
{'loss': 0.9439, 'grad_norm': 0.9418811202049255, 'learning_rate': 1.5886479403873004e-05, 'epoch': 0.97}
{'loss': 0.8999, 'grad_norm': 0.8930007219314575, 'learning_rate': 1.5864899663084356e-05, 'epoch': 0.97}
{'loss': 0.9889, 'grad_norm': 0.9654752612113953, 'learning_rate': 1.5843278209481247e-05, 'epoch': 0.97}
{'loss': 0.9403, 'grad_norm': 0.9642560482025146, 'learning_rate': 1.5821615196841535e-05, 'epoch': 0.97}
{'loss': 0.9345, 'grad_norm': 0.9878965616226196, 'learning_rate': 1.5799910779238654e-05, 'epoch': 0.98}
{'loss': 0.938, 'grad_norm': 0.9839814305305481, 'learning_rate': 1.5778165111040512e-05, 'epoch': 0.98}
{'loss': 0.959, 'grad_norm': 0.9890007376670837, 'learning_rate': 1.5756378346908422e-05, 'epoch': 0.98}
{'loss': 1.009, 'grad_norm': 0.9046362638473511, 'learning_rate': 1.573455064179597e-05, 'epoch': 0.98}
{'loss': 0.9496, 'grad_norm': 0.8972454071044922, 'learning_rate': 1.5712682150947926e-05, 'epoch': 0.99}
{'loss': 0.9347, 'grad_norm': 1.0238063335418701, 'learning_rate': 1.5690773029899143e-05, 'epoch': 0.99}
{'loss': 0.947, 'grad_norm': 0.9251786470413208, 'learning_rate': 1.5668823434473446e-05, 'epoch': 0.99}
{'loss': 0.95, 'grad_norm': 1.0160807371139526, 'learning_rate': 1.5646833520782525e-05, 'epoch': 0.99}
{'loss': 0.9742, 'grad_norm': 0.9394404292106628, 'learning_rate': 1.562480344522483e-05, 'epoch': 1.0}
{'loss': 0.9238, 'grad_norm': 0.9708104729652405, 'learning_rate': 1.5602733364484443e-05, 'epoch': 1.0}
{'loss': 0.9881, 'grad_norm': 1.78705632686615, 'learning_rate': 1.5580623435529983e-05, 'epoch': 1.0}
{'loss': 0.6855, 'grad_norm': 1.4245643615722656, 'learning_rate': 1.5558473815613476e-05, 'epoch': 1.0}
{'loss': 0.6418, 'grad_norm': 1.2211687564849854, 'learning_rate': 1.5536284662269246e-05, 'epoch': 1.0}
{'loss': 0.647, 'grad_norm': 1.1892558336257935, 'learning_rate': 1.551405613331278e-05, 'epoch': 1.01}
{'loss': 0.6401, 'grad_norm': 0.9976745247840881, 'learning_rate': 1.5491788386839635e-05, 'epoch': 1.01}
{'loss': 0.6348, 'grad_norm': 0.968282163143158, 'learning_rate': 1.5469481581224274e-05, 'epoch': 1.01}
{'loss': 0.5824, 'grad_norm': 1.080691933631897, 'learning_rate': 1.544713587511896e-05, 'epoch': 1.01}
{'loss': 0.6312, 'grad_norm': 1.4810386896133423, 'learning_rate': 1.5424751427452644e-05, 'epoch': 1.02}
{'loss': 0.6338, 'grad_norm': 1.4707869291305542, 'learning_rate': 1.5402328397429797e-05, 'epoch': 1.02}
{'loss': 0.6734, 'grad_norm': 1.332693099975586, 'learning_rate': 1.537986694452932e-05, 'epoch': 1.02}
{'loss': 0.6265, 'grad_norm': 1.0127511024475098, 'learning_rate': 1.535736722850338e-05, 'epoch': 1.02}
{'loss': 0.5793, 'grad_norm': 1.1431933641433716, 'learning_rate': 1.5334829409376272e-05, 'epoch': 1.03}
{'loss': 0.5826, 'grad_norm': 1.1864701509475708, 'learning_rate': 1.53122536474433e-05, 'epoch': 1.03}
{'loss': 0.6846, 'grad_norm': 1.3114020824432373, 'learning_rate': 1.5289640103269626e-05, 'epoch': 1.03}
{'loss': 0.5898, 'grad_norm': 1.1565648317337036, 'learning_rate': 1.5266988937689134e-05, 'epoch': 1.03}
{'loss': 0.5899, 'grad_norm': 1.0927921533584595, 'learning_rate': 1.5244300311803278e-05, 'epoch': 1.04}
{'loss': 0.5957, 'grad_norm': 1.0599666833877563, 'learning_rate': 1.5221574386979938e-05, 'epoch': 1.04}
{'loss': 0.6314, 'grad_norm': 1.1027617454528809, 'learning_rate': 1.5198811324852278e-05, 'epoch': 1.04}
{'loss': 0.6315, 'grad_norm': 1.1264501810073853, 'learning_rate': 1.5176011287317601e-05, 'epoch': 1.04}
{'loss': 0.6179, 'grad_norm': 1.077632188796997, 'learning_rate': 1.5153174436536166e-05, 'epoch': 1.05}
{'loss': 0.5793, 'grad_norm': 1.0127180814743042, 'learning_rate': 1.5130300934930083e-05, 'epoch': 1.05}
{'loss': 0.6469, 'grad_norm': 1.0152275562286377, 'learning_rate': 1.5107390945182119e-05, 'epoch': 1.05}
{'loss': 0.6052, 'grad_norm': 0.9914201498031616, 'learning_rate': 1.5084444630234562e-05, 'epoch': 1.05}
{'loss': 0.6382, 'grad_norm': 1.0233160257339478, 'learning_rate': 1.506146215328805e-05, 'epoch': 1.06}
{'loss': 0.6612, 'grad_norm': 1.1196954250335693, 'learning_rate': 1.5038443677800415e-05, 'epoch': 1.06}
{'loss': 0.5939, 'grad_norm': 1.0372848510742188, 'learning_rate': 1.501538936748553e-05, 'epoch': 1.06}
{'loss': 0.5744, 'grad_norm': 1.0457429885864258, 'learning_rate': 1.4992299386312121e-05, 'epoch': 1.06}
{'loss': 0.6367, 'grad_norm': 1.100904107093811, 'learning_rate': 1.4969173898502625e-05, 'epoch': 1.07}
{'loss': 0.5951, 'grad_norm': 1.0598256587982178, 'learning_rate': 1.494601306853201e-05, 'epoch': 1.07}
{'loss': 0.6373, 'grad_norm': 1.0369230508804321, 'learning_rate': 1.4922817061126607e-05, 'epoch': 1.07}
{'loss': 0.6286, 'grad_norm': 1.0762735605239868, 'learning_rate': 1.4899586041262936e-05, 'epoch': 1.07}
{'loss': 0.6121, 'grad_norm': 1.0103676319122314, 'learning_rate': 1.4876320174166544e-05, 'epoch': 1.08}
{'loss': 0.6112, 'grad_norm': 1.045064926147461, 'learning_rate': 1.4853019625310813e-05, 'epoch': 1.08}
{'loss': 0.6569, 'grad_norm': 1.0883150100708008, 'learning_rate': 1.482968456041579e-05, 'epoch': 1.08}
{'loss': 0.6191, 'grad_norm': 1.005033254623413, 'learning_rate': 1.480631514544702e-05, 'epoch': 1.08}
{'loss': 0.6243, 'grad_norm': 1.0988216400146484, 'learning_rate': 1.4782911546614344e-05, 'epoch': 1.09}
{'loss': 0.6349, 'grad_norm': 1.0477399826049805, 'learning_rate': 1.4759473930370738e-05, 'epoch': 1.09}
{'loss': 0.6588, 'grad_norm': 1.0041275024414062, 'learning_rate': 1.473600246341111e-05, 'epoch': 1.09}
{'loss': 0.6359, 'grad_norm': 0.9590389728546143, 'learning_rate': 1.471249731267113e-05, 'epoch': 1.09}
{'loss': 0.6358, 'grad_norm': 1.0571911334991455, 'learning_rate': 1.4688958645326042e-05, 'epoch': 1.1}
{'loss': 0.6294, 'grad_norm': 1.0310423374176025, 'learning_rate': 1.466538662878945e-05, 'epoch': 1.1}
{'loss': 0.6023, 'grad_norm': 0.9710688591003418, 'learning_rate': 1.464178143071217e-05, 'epoch': 1.1}
{'loss': 0.6142, 'grad_norm': 1.0031570196151733, 'learning_rate': 1.4618143218980998e-05, 'epoch': 1.1}
{'loss': 0.5944, 'grad_norm': 1.018257737159729, 'learning_rate': 1.4594472161717538e-05, 'epoch': 1.11}
{'loss': 0.6258, 'grad_norm': 1.0486319065093994, 'learning_rate': 1.4570768427277009e-05, 'epoch': 1.11}
{'loss': 0.5875, 'grad_norm': 0.9685052633285522, 'learning_rate': 1.4547032184247022e-05, 'epoch': 1.11}
{'loss': 0.6569, 'grad_norm': 1.1466054916381836, 'learning_rate': 1.4523263601446411e-05, 'epoch': 1.11}
{'loss': 0.5978, 'grad_norm': 1.0947527885437012, 'learning_rate': 1.4499462847924016e-05, 'epoch': 1.12}
{'loss': 0.6522, 'grad_norm': 1.0945403575897217, 'learning_rate': 1.4475630092957483e-05, 'epoch': 1.12}
{'loss': 0.615, 'grad_norm': 1.0663145780563354, 'learning_rate': 1.4451765506052064e-05, 'epoch': 1.12}
